time step, layer, countries that become infected 
0,0,China  P.R.: Mainland
0,1,China  P.R.: Mainland
0,2,China  P.R.: Mainland
0,3,China  P.R.: Mainland
0,4,China  P.R.: Mainland
1,0,China  P.R.: Hong Kong
1,0,Indonesia
1,0,Korea  Republic of
1,0,Mongolia
1,0,Singapore
1,0,South Africa
1,0,Taiwan Province of China
1,0,West Bank and Gaza
1,1,China  P.R.: Hong Kong
1,2,China  P.R.: Macao
1,3,China  P.R.: Macao
1,4,China  P.R.: Macao
2,0,Afghanistan  Islamic Republic of
2,0,Botswana
2,0,Cambodia
2,0,Cayman Islands
2,0,Congo  Democratic Republic of
2,0,Dominica
2,0,Egypt
2,0,Ghana
2,0,India
2,0,Iraq
2,0,Jordan
2,0,Kenya
2,0,Lesotho
2,0,Madagascar
2,0,Malaysia
2,0,Malta
2,0,Mozambique
2,0,Namibia
2,0,Nigeria
2,0,Papua New Guinea
2,0,Philippines
2,0,Saudi Arabia
2,0,Seychelles
2,0,Sudan
2,0,Swaziland
2,0,Syrian Arab Republic
2,0,Tanzania
2,0,Uganda
2,0,Vietnam
2,0,Yemen  Republic of
2,0,Zimbabwe
2,1,Liberia
2,1,Samoa
3,0,Bangladesh
3,0,Benin
3,0,Cameroon
3,0,Greece
3,0,Guinea-Bissau
3,0,Korea  Democratic People's Rep. of
3,0,Kuwait
3,0,Malawi
3,0,Mauritania
3,0,Nepal
3,0,Oman
3,0,Sri Lanka
3,0,Suriname
3,0,Tajikistan
3,0,Vanuatu
3,0,Zambia
3,1,Bangladesh
3,1,Mauritius
3,1,Oman
3,1,Timor-Leste  Dem. Rep. of
3,4,Angola
3,4,Australia
3,4,Belize
3,4,Brunei Darussalam
3,4,Mauritius
3,4,St. Vincent and the Grenadines
3,4,Uzbekistan
4,0,Bahrain  Kingdom of
4,0,Maldives
4,0,Morocco
4,0,Pakistan
4,0,Thailand
4,1,Albania
4,1,Andorra
4,1,Bahrain  Kingdom of
4,1,Libya
4,1,Rwanda
4,2,Bolivia
4,2,Central African Republic
4,2,Cote d'Ivoire
4,2,Japan
4,2,Niger
4,2,Sierra Leone
4,2,Solomon Islands
4,2,United States
4,3,Bahamas  The
4,3,Liechtenstein
4,3,Monaco
4,3,Turkey
4,3,Virgin Islands  British
