time step, layer, countries that become infected 
0,0,United States
0,1,United States
0,2,United States
0,3,United States
0,4,United States
1,0,Venezuela  Republica Bolivariana de
1,1,Barbados
1,1,Canada
1,1,Costa Rica
1,1,Dominican Republic
1,1,El Salvador
1,1,Honduras
1,1,Iceland
1,1,Paraguay
1,1,Saudi Arabia
1,1,Solomon Islands
1,2,Afghanistan  Islamic Republic of
1,2,Algeria
1,2,Andorra
1,2,Anguilla
1,2,Argentina
1,2,Australia
1,2,Azerbaijan  Republic of
1,2,Bahrain  Kingdom of
1,2,Barbados
1,2,Belize
1,2,Bhutan
1,2,Bosnia and Herzegovina
1,2,Brunei Darussalam
1,2,Cambodia
1,2,Canada
1,2,Chile
1,2,China  P.R.: Mainland
1,2,Congo  Republic of
1,2,Costa Rica
1,2,Croatia
1,2,Curacao & St. Maarten
1,2,Dominica
1,2,Ecuador
1,2,El Salvador
1,2,Ethiopia
1,2,Gabon
1,2,Georgia
1,2,Ghana
1,2,Grenada
1,2,Guyana
1,2,Iran  Islamic Republic of
1,2,Ireland
1,2,Israel
1,2,Jamaica
1,2,Kazakhstan
1,2,Liberia
1,2,Liechtenstein
1,2,Macedonia  FYR
1,2,Malawi
1,2,Mali
1,2,Marshall Islands  Republic of
1,2,Moldova
1,2,Morocco
1,2,Namibia
1,2,Nicaragua
1,2,Nigeria
1,2,Oman
1,2,Papua New Guinea
1,2,Peru
1,2,Qatar
1,2,Samoa
1,2,Senegal
1,2,Seychelles
1,2,Sri Lanka
1,2,St. Lucia
1,2,Suriname
1,2,Syrian Arab Republic
1,2,Tajikistan
1,2,Togo
1,2,Trinidad and Tobago
1,2,Turkey
1,2,Uganda
1,2,United Arab Emirates
1,2,Uruguay
1,2,Vanuatu
1,2,Vietnam
1,2,Yemen  Republic of
1,2,Zimbabwe
1,3,Argentina
1,3,Bermuda
1,3,Bolivia
1,3,Canada
1,3,China  P.R.: Mainland
1,3,Egypt
1,3,Honduras
1,3,India
1,3,Israel
1,3,Kazakhstan
1,3,Mexico
1,3,Panama
1,3,Venezuela  Republica Bolivariana de
1,4,Argentina
1,4,Bolivia
1,4,Canada
1,4,Chile
1,4,Dominican Republic
1,4,El Salvador
1,4,Haiti
1,4,Lao People's Democratic Republic
1,4,Mexico
1,4,Paraguay
1,4,Trinidad and Tobago
1,4,Uruguay
1,4,Venezuela  Republica Bolivariana de
2,2,Albania
2,2,Angola
2,2,Armenia  Republic of
2,2,Bahamas  The
2,2,Botswana
2,2,Cameroon
2,2,Colombia
2,2,Cook Islands
2,2,Fiji
2,2,Gambia  The
2,2,Guatemala
2,2,Kenya
2,2,Korea  Republic of
2,2,Kuwait
2,2,Lebanon
