time step, layer, countries that become infected 
0,0,United States
0,1,United States
0,2,United States
0,3,United States
0,4,United States
1,0,Venezuela  Republica Bolivariana de
1,1,Barbados
1,1,Dominican Republic
1,1,Paraguay
1,1,Solomon Islands
1,2,Afghanistan  Islamic Republic of
1,2,Algeria
1,2,Andorra
1,2,Anguilla
1,2,Argentina
1,2,Azerbaijan  Republic of
1,2,Bahrain  Kingdom of
1,2,Barbados
1,2,Bhutan
1,2,Bosnia and Herzegovina
1,2,Brunei Darussalam
1,2,Cambodia
1,2,Chile
1,2,Colombia
1,2,Congo  Republic of
1,2,Croatia
1,2,Curacao & St. Maarten
1,2,Dominica
1,2,Ecuador
1,2,El Salvador
1,2,Ethiopia
1,2,Gabon
1,2,Georgia
1,2,Ghana
1,2,Grenada
1,2,Guyana
1,2,Ireland
1,2,Jamaica
1,2,Kenya
1,2,Liberia
1,2,Liechtenstein
1,2,Macedonia  FYR
1,2,Malawi
1,2,Mali
1,2,Marshall Islands  Republic of
1,2,Moldova
1,2,Morocco
1,2,Namibia
1,2,Nicaragua
1,2,Nigeria
1,2,Oman
1,2,Papua New Guinea
1,2,Qatar
1,2,Samoa
1,2,Senegal
1,2,St. Kitts and Nevis
1,2,Suriname
1,2,Syrian Arab Republic
1,2,Tajikistan
1,2,Togo
1,2,Trinidad and Tobago
1,2,Uganda
1,2,United Arab Emirates
1,2,Uruguay
1,2,Vanuatu
1,2,Virgin Islands  British
1,2,Zambia
1,3,Argentina
1,3,China  P.R.: Mainland
1,3,India
1,3,Israel
1,3,Mexico
1,3,Venezuela  Republica Bolivariana de
1,4,Lao People's Democratic Republic
1,4,Mexico
2,2,Albania
2,2,Angola
2,2,Armenia  Republic of
2,2,Bahamas  The
2,2,Cameroon
2,2,Cook Islands
2,2,Gambia  The
2,2,Guatemala
2,2,Haiti
2,2,Libya
2,2,Madagascar
2,2,Malta
2,2,Mozambique
2,2,Nepal
2,2,San Marino
2,2,Serbia  Republic of
2,2,St. Lucia
2,2,Taiwan Province of China
2,2,Tonga
2,2,Ukraine
2,2,Zimbabwe
3,0,Benin
3,0,China  P.R.: Hong Kong
3,1,China  P.R.: Hong Kong
3,1,Peru
3,1,Rwanda
3,1,Sao Tome and Principe
3,1,West Bank and Gaza
3,2,Antigua and Barbuda
3,2,Cayman Islands
3,2,Costa Rica
3,2,Mauritius
3,2,Tanzania
3,2,Tunisia
3,3,Panama
4,0,China  P.R.: Macao
4,0,Mauritania
4,1,Canada
4,2,Bolivia
4,2,Monaco
5,0,Cuba
5,0,Honduras
5,0,Jordan
5,1,Cuba
5,1,Honduras
5,2,Honduras
5,2,Japan
5,2,Jordan
5,2,Yemen  Republic of
5,3,Honduras
5,4,Maldives
6,0,Kyrgyz Republic
6,0,Philippines
6,2,Bermuda
6,2,Puerto Rico
6,2,Sudan
6,2,Vietnam
6,3,Bermuda
7,2,Botswana
7,2,Singapore
7,3,Botswana
7,3,Iran  Islamic Republic of
7,3,Sri Lanka
7,3,Thailand
7,3,US Virgin Islands
8,2,Brazil
8,2,Malaysia
8,3,Myanmar
8,3,Timor-Leste  Dem. Rep. of
9,0,Fiji
9,0,Guinea
9,0,Korea  Republic of
9,2,Central African Republic
9,2,Cote d'Ivoire
9,2,Guinea
9,2,Mongolia
9,2,Niger
9,2,Sierra Leone
9,4,Indonesia
10,0,British Indian Ocean Territory
10,0,Korea  Democratic People's Rep. of
10,3,Egypt
10,3,Kuwait
10,3,St. Vincent and the Grenadines
11,0,Bangladesh
11,0,Burkina Faso
11,0,Iraq
11,0,Seychelles
11,1,Bangladesh
11,2,Australia
11,4,Uzbekistan
12,0,Saudi Arabia
12,2,New Zealand
13,2,French Territories: French Polynesia
13,2,Turks and Caicos Islands
13,3,Kazakhstan
14,2,Pakistan
14,3,Pakistan
