time step, layer, countries that become infected 
0,0,Austria
0,0,Belgium
0,0,Bulgaria
0,0,Croatia
0,0,Cyprus
0,0,Czech Republic
0,0,Denmark
0,0,Estonia
0,0,Finland
0,0,France
0,0,Germany
0,0,Greece
0,0,Hungary
0,0,Ireland
0,0,Italy
0,0,Latvia
0,0,Lithuania
0,0,Luxembourg
0,0,Malta
0,0,Netherlands
0,0,Poland
0,0,Portugal
0,0,Romania
0,0,Slovak Republic
0,0,Slovenia
0,0,Spain
0,0,Sweden
1,0,Albania
1,0,Andorra
1,0,Aruba
1,0,Belarus
1,0,Benin
1,0,Bosnia and Herzegovina
1,0,Brazil
1,0,Burkina Faso
1,0,Cabo Verde
1,0,Cameroon
1,0,Central African Republic
1,0,Congo  Democratic Republic of
1,0,Cote d'Ivoire
1,0,Curacao & St. Maarten
1,0,Equatorial Guinea
1,0,French Territories: French Polynesia
1,0,Gabon
1,0,Georgia
1,0,Gibraltar
1,0,Guinea
1,0,Iceland
1,0,Indonesia
1,0,Israel
1,0,Jersey
1,0,Kazakhstan
1,0,Kosovo  Republic of
1,0,Lebanon
1,0,Liechtenstein
1,0,Madagascar
1,0,Mali
1,0,Mauritania
1,0,Mexico
1,0,Montenegro
1,0,Niger
1,0,Norway
1,0,Qatar
1,0,San Marino
1,0,Senegal
1,0,Suriname
1,0,Switzerland
1,0,Tajikistan
1,0,Timor-Leste  Dem. Rep. of
1,0,Tunisia
1,0,Turkmenistan
1,0,Ukraine
1,0,United Kingdom
1,0,Vatican
2,0,Afghanistan  Islamic Republic of
2,0,Angola
2,0,Argentina
2,0,Australia
2,0,Bahamas  The
2,0,Bangladesh
2,0,Belize
2,0,Bolivia
2,0,Burundi
2,0,Chad
2,0,Colombia
2,0,Cuba
2,0,Djibouti
2,0,Egypt
2,0,Ethiopia
2,0,French Territories: New Caledonia
2,0,Ghana
2,0,Grenada
2,0,Guernsey
2,0,Guyana
2,0,Iran  Islamic Republic of
2,0,Isle of Man
2,0,Japan
2,0,Kenya
2,0,Kuwait
2,0,Liberia
2,0,Macedonia  FYR
2,0,Marshall Islands  Republic of
2,0,Moldova
2,0,Morocco
2,0,New Zealand
2,0,Nigeria
2,0,Pakistan
2,0,Peru
2,0,Russian Federation
2,0,Sao Tome and Principe
2,0,Serbia  Republic of
2,0,Sierra Leone
2,0,South Africa
2,0,St. Lucia
2,0,Sudan
2,0,Syrian Arab Republic
2,0,Tanzania
2,0,Togo
2,0,Turkey
2,0,US Pacific Islands
2,0,Uganda
2,0,United States
2,0,West Bank and Gaza
2,0,Zambia
3,0,Algeria
3,0,Anguilla
3,0,Armenia  Republic of
3,0,Bahrain  Kingdom of
3,0,Bermuda
3,0,Botswana
3,0,Brunei Darussalam
3,0,Canada
3,0,Chile
3,0,China  P.R.: Mainland
3,0,Cook Islands
3,0,Dominica
3,0,Ecuador
3,0,Fiji
3,0,Greenland
3,0,Guinea-Bissau
3,0,Honduras
3,0,Iraq
3,0,Jordan
3,0,Korea  Republic of
3,0,Lao People's Democratic Republic
3,0,Libya
3,0,Malaysia
3,0,Monaco
3,0,Mozambique
3,0,Namibia
3,0,Nicaragua
3,0,Panama
3,0,Paraguay
3,0,Puerto Rico
3,0,Saudi Arabia
3,0,Singapore
3,0,Solomon Islands
3,0,St. Kitts and Nevis
3,0,Swaziland
3,0,Thailand
3,0,Trinidad and Tobago
3,0,US Virgin Islands
3,0,Uruguay
3,0,Vanuatu
3,0,Vietnam
3,0,Yemen  Republic of
4,0,Antigua and Barbuda
4,0,Barbados
4,0,British Indian Ocean Territory
4,0,Cayman Islands
4,0,China  P.R.: Macao
4,0,Costa Rica
4,0,Dominican Republic
4,0,Gambia  The
4,0,Haiti
4,0,Jamaica
4,0,Kyrgyz Republic
4,0,Malawi
4,0,Mauritius
4,0,Myanmar
4,0,Oman
4,0,Philippines
4,0,Seychelles
4,0,Sri Lanka
4,0,Taiwan Province of China
4,0,Turks and Caicos Islands
4,0,Uzbekistan
4,0,Virgin Islands  British
5,0,Azerbaijan  Republic of
5,0,Cambodia
5,0,Congo  Republic of
5,0,El Salvador
5,0,India
5,0,Lesotho
5,0,Mongolia
5,0,Papua New Guinea
5,0,Samoa
5,0,St. Vincent and the Grenadines
5,0,United Arab Emirates
5,0,Zimbabwe
6,0,Bhutan
6,0,Guatemala
6,0,Maldives
6,0,Rwanda
6,0,Tonga
7,0,China  P.R.: Hong Kong
7,0,Korea  Democratic People's Rep. of
7,0,Venezuela  Republica Bolivariana de
8,0,Nepal
