time step, layer, countries that become infected 
0,0,United States
0,1,United States
0,2,United States
0,3,United States
0,4,United States
1,0,Venezuela  Republica Bolivariana de
1,1,Barbados
1,1,Canada
1,1,Costa Rica
1,1,Dominican Republic
1,1,Paraguay
1,1,Solomon Islands
1,2,Afghanistan  Islamic Republic of
1,2,Algeria
1,2,Andorra
1,2,Anguilla
1,2,Argentina
1,2,Azerbaijan  Republic of
1,2,Bahrain  Kingdom of
1,2,Barbados
1,2,Belize
1,2,Bhutan
1,2,Bosnia and Herzegovina
1,2,Brunei Darussalam
1,2,Cambodia
1,2,Cayman Islands
1,2,Chile
1,2,Colombia
1,2,Congo  Republic of
1,2,Costa Rica
1,2,Croatia
1,2,Curacao & St. Maarten
1,2,Dominica
1,2,Ecuador
1,2,El Salvador
1,2,Ethiopia
1,2,Gabon
1,2,Georgia
1,2,Ghana
1,2,Grenada
1,2,Guyana
1,2,Iran  Islamic Republic of
1,2,Ireland
1,2,Israel
1,2,Jamaica
1,2,Kenya
1,2,Liberia
1,2,Liechtenstein
1,2,Macedonia  FYR
1,2,Malawi
1,2,Mali
1,2,Marshall Islands  Republic of
1,2,Moldova
1,2,Morocco
1,2,Namibia
1,2,Nicaragua
1,2,Nigeria
1,2,Oman
1,2,Papua New Guinea
1,2,Peru
1,2,Qatar
1,2,Samoa
1,2,Senegal
1,2,St. Kitts and Nevis
1,2,Suriname
1,2,Syrian Arab Republic
1,2,Tajikistan
1,2,Togo
1,2,Trinidad and Tobago
1,2,Uganda
1,2,United Arab Emirates
1,2,Uruguay
1,2,Vanuatu
1,2,Vietnam
1,2,Yemen  Republic of
1,2,Zimbabwe
1,3,Argentina
1,3,Bermuda
1,3,Canada
1,3,China  P.R.: Mainland
1,3,Honduras
1,3,India
1,3,Israel
1,3,Mexico
1,3,Panama
1,3,Venezuela  Republica Bolivariana de
1,4,Argentina
1,4,Cayman Islands
1,4,Haiti
1,4,Lao People's Democratic Republic
1,4,Mexico
1,4,Uruguay
2,2,Albania
2,2,Angola
2,2,Armenia  Republic of
2,2,Bahamas  The
2,2,Botswana
2,2,Cameroon
2,2,Cook Islands
2,2,Gambia  The
2,2,Guatemala
2,2,Japan
2,2,Libya
2,2,Madagascar
2,2,Malta
2,2,Mozambique
2,2,Nepal
2,2,San Marino
2,2,Serbia  Republic of
2,2,St. Lucia
2,2,Swaziland
2,2,Taiwan Province of China
2,2,Tonga
2,2,Ukraine
2,2,Zambia
2,3,Mauritius
2,3,Singapore
3,0,Benin
3,0,Cuba
3,0,Guinea-Bissau
3,0,Kyrgyz Republic
3,0,Saudi Arabia
3,0,West Bank and Gaza
3,1,Australia
3,1,Cuba
3,1,Rwanda
3,1,Sao Tome and Principe
3,1,West Bank and Gaza
3,2,Antigua and Barbuda
3,2,Australia
3,2,Bolivia
3,2,China  P.R.: Hong Kong
3,2,Cote d'Ivoire
3,2,Kazakhstan
3,2,Korea  Republic of
3,2,Puerto Rico
3,2,Sudan
3,2,Tanzania
3,2,Tunisia
3,2,United Kingdom
3,2,Virgin Islands  British
3,3,China  P.R.: Macao
3,3,Indonesia
3,3,Kazakhstan
3,3,Kuwait
3,3,Turkey
3,4,Kuwait
4,0,Jordan
4,0,Malaysia
4,0,Mauritania
4,0,South Africa
4,1,Philippines
4,2,Denmark
4,2,Fiji
4,2,Gibraltar
4,2,Guernsey
4,2,Isle of Man
4,2,Lebanon
4,2,Malaysia
4,2,Monaco
4,2,Netherlands
4,2,New Zealand
4,2,Norway
4,2,South Africa
4,2,Thailand
4,3,Egypt
4,3,Malaysia
4,3,Pakistan
4,3,Sri Lanka
4,3,Timor-Leste  Dem. Rep. of
4,3,US Virgin Islands
5,0,Aruba
5,0,Bangladesh
5,0,Burkina Faso
5,0,Iraq
5,0,Luxembourg
5,0,Mongolia
5,0,Slovenia
5,0,Turks and Caicos Islands
5,1,Bangladesh
5,1,Hungary
5,1,Jersey
5,1,Turks and Caicos Islands
5,2,Brazil
5,2,Central African Republic
5,2,Finland
5,2,French Territories: French Polynesia
5,2,Guinea
5,2,Jersey
5,2,Luxembourg
5,2,Myanmar
5,2,Niger
5,2,Sierra Leone
5,2,Sweden
5,2,Turks and Caicos Islands
5,3,Maldives
5,3,St. Vincent and the Grenadines
5,4,Bangladesh
5,4,France
5,4,Iceland
5,4,Jersey
5,4,Korea  Democratic People's Rep. of
5,4,Mongolia
5,4,Myanmar
5,4,Sierra Leone
5,4,Switzerland
5,4,Turks and Caicos Islands
6,0,Belgium
6,0,British Indian Ocean Territory
6,0,Congo  Democratic Republic of
6,0,Cyprus
6,0,Germany
6,0,Lesotho
6,0,Montenegro
6,0,Portugal
6,0,Seychelles
6,0,Spain
6,1,Belarus
6,1,Greenland
6,1,Kosovo  Republic of
6,1,Lesotho
6,2,Belgium
6,2,Estonia
6,2,Germany
6,2,Kosovo  Republic of
6,2,Lithuania
6,2,Portugal
6,2,Russian Federation
6,2,Slovak Republic
6,2,Spain
6,4,Belarus
6,4,Bulgaria
6,4,Czech Republic
6,4,Equatorial Guinea
6,4,French Territories: New Caledonia
6,4,Greece
6,4,Lesotho
6,4,Poland
6,4,Russian Federation
6,4,Slovak Republic
6,4,Spain
6,4,US Pacific Islands
7,0,Austria
7,0,Italy
7,1,Italy
7,2,Austria
7,2,Italy
7,2,Latvia
7,4,Chad
7,4,Romania
7,4,Uzbekistan
8,0,Cabo Verde
8,0,Djibouti
8,1,Turkmenistan
8,4,Burundi
8,4,Djibouti
8,4,Vatican
