time step, layer, countries that become infected 
0,0,Austria
0,0,Belgium
0,0,Bulgaria
0,0,Croatia
0,0,Cyprus
0,0,Czech Republic
0,0,Denmark
0,0,Estonia
0,0,Finland
0,0,France
0,0,Germany
0,0,Greece
0,0,Hungary
0,0,Ireland
0,0,Italy
0,0,Latvia
0,0,Lithuania
0,0,Luxembourg
0,0,Malta
0,0,Netherlands
0,0,Poland
0,0,Portugal
0,0,Romania
0,0,Slovak Republic
0,0,Slovenia
0,0,Spain
0,0,Sweden
0,0,United Kingdom
1,0,Afghanistan  Islamic Republic of
1,0,Algeria
1,0,Andorra
1,0,Bosnia and Herzegovina
1,0,Burundi
1,0,Cameroon
1,0,Chad
1,0,Congo  Democratic Republic of
1,0,Cote d'Ivoire
1,0,Djibouti
1,0,Equatorial Guinea
1,0,French Territories: French Polynesia
1,0,Gabon
1,0,Gibraltar
1,0,Guinea
1,0,Iceland
1,0,Isle of Man
1,0,Jersey
1,0,Kenya
1,0,Kosovo  Republic of
1,0,Lebanon
1,0,Libya
1,0,Macedonia  FYR
1,0,Mali
1,0,Mauritania
1,0,Moldova
1,0,Montenegro
1,0,Niger
1,0,Qatar
1,0,Rwanda
1,0,San Marino
1,0,Senegal
1,0,Sierra Leone
1,0,Switzerland
1,0,Tajikistan
1,0,Timor-Leste  Dem. Rep. of
1,0,Tunisia
1,0,Turkmenistan
1,0,US Pacific Islands
1,0,Uganda
1,0,Vatican
2,0,Albania
2,0,Angola
2,0,Belarus
2,0,Benin
2,0,Burkina Faso
2,0,Congo  Republic of
2,0,Cuba
2,0,Dominica
2,0,Egypt
2,0,Ethiopia
2,0,French Territories: New Caledonia
2,0,Georgia
2,0,Greenland
2,0,Guernsey
2,0,Kyrgyz Republic
2,0,Liechtenstein
2,0,Marshall Islands  Republic of
2,0,Morocco
2,0,Nigeria
2,0,Pakistan
2,0,Russian Federation
2,0,Sao Tome and Principe
2,0,Serbia  Republic of
2,0,St. Vincent and the Grenadines
2,0,Syrian Arab Republic
2,0,Togo
2,0,Turkey
2,0,Ukraine
2,0,Yemen  Republic of
2,0,Zimbabwe
3,0,Armenia  Republic of
3,0,Azerbaijan  Republic of
3,0,Cabo Verde
3,0,Gambia  The
3,0,Guinea-Bissau
3,0,Madagascar
3,0,Zambia
4,0,Ghana
5,0,South Africa
6,0,Lesotho
6,0,Malawi
6,0,Mozambique
6,0,Namibia
6,0,Swaziland
6,0,Tanzania
